id,campaign,audience,timestamp,interaction_type,interaction_key,interaction_value
135,4,401,2017-04-16 14:32:00,browse,product_id,186880256583
135,4,401,2017-04-16 14:37:00,browse,duration,3
136,4,401,2017-04-16 14:37:00,browse,product_id,132304402752
136,4,401,2017-04-16 14:40:00,browse,duration,5
137,4,401,2017-04-16 14:44:00,browse,product_id,148979734999
137,4,401,2017-04-16 14:50:00,browse,duration,6
138,3,136,2017-04-02 13:00:47,clickthrough,url,www.ourwebsite.com/page2
138,3,136,2017-04-02 13:10:47,clickthrough,referral,www.otherwebsite.com
139,3,136,2017-04-02 13:18:47,browse,product_id,106455227436
139,3,136,2017-04-02 13:18:47,browse,duration,9
140,3,136,2017-04-02 13:25:47,browse,product_id,121259905065
140,3,136,2017-04-02 13:33:47,browse,duration,5
141,3,136,2017-04-02 13:42:47,browse,product_id,101166955093
141,3,136,2017-04-02 13:44:47,browse,duration,9
142,3,136,2017-04-02 13:49:47,browse,product_id,144951251826
142,3,136,2017-04-02 13:58:47,browse,duration,8
143,3,136,2017-04-02 14:04:47,browse,product_id,172490376023
143,3,136,2017-04-02 14:09:47,browse,duration,6
144,3,136,2017-04-02 14:15:47,browse,product_id,182893602000
144,3,136,2017-04-02 14:17:47,browse,duration,2
145,3,136,2017-04-02 14:26:47,add,product_id,106455227436
146,3,136,2017-04-02 14:29:47,add,product_id,121259905065
147,3,136,2017-04-02 14:33:47,checkout,sample_key,successful!
147,4,850,2017-04-16 13:28:00,clickthrough,url,www.ourwebsite.com/page1
147,4,850,2017-04-16 13:31:00,clickthrough,referral,www.google.com
148,4,850,2017-04-16 13:41:00,browse,product_id,160410725471
148,4,850,2017-04-16 13:41:00,browse,duration,6
149,4,850,2017-04-16 13:51:00,browse,product_id,159929577929
149,4,850,2017-04-16 13:52:00,browse,duration,7
150,4,850,2017-04-16 13:52:00,browse,product_id,132304402752
150,4,850,2017-04-16 13:54:00,browse,duration,3
151,4,850,2017-04-16 13:57:00,browse,product_id,101591922267
151,4,850,2017-04-16 14:04:00,browse,duration,8
152,4,850,2017-04-16 14:08:00,browse,product_id,118675935929
152,4,850,2017-04-16 14:15:00,browse,duration,7
153,4,850,2017-04-16 14:19:00,browse,product_id,125151848280
153,4,850,2017-04-16 14:21:00,browse,duration,7
154,4,850,2017-04-16 14:30:00,browse,product_id,104553406468
154,4,850,2017-04-16 14:39:00,browse,duration,4
155,10,37,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page2
155,10,37,2017-04-15 15:10:28,clickthrough,referral,www.referralwebsite.com
156,10,37,2017-04-15 15:17:28,browse,product_id,141781173051
156,10,37,2017-04-15 15:18:28,browse,duration,2
157,10,37,2017-04-15 15:26:28,browse,product_id,101591922267
157,10,37,2017-04-15 15:32:28,browse,duration,4
158,10,37,2017-04-15 15:35:28,browse,product_id,161793147487
158,10,37,2017-04-15 15:42:28,browse,duration,7
159,10,37,2017-04-15 15:48:28,browse,product_id,167958516470
159,10,37,2017-04-15 15:53:28,browse,duration,5
160,10,37,2017-04-15 16:03:28,browse,product_id,101591922267
160,10,37,2017-04-15 16:10:28,browse,duration,7
161,10,37,2017-04-15 16:14:28,browse,product_id,182893602000
161,10,37,2017-04-15 16:20:28,browse,duration,2
162,10,37,2017-04-15 16:28:28,browse,product_id,187282230672
162,10,37,2017-04-15 16:37:28,browse,duration,9
163,10,37,2017-04-15 16:45:28,browse,product_id,101591922267
163,10,37,2017-04-15 16:45:28,browse,duration,4
164,10,37,2017-04-15 16:49:28,browse,product_id,189648453939
164,10,37,2017-04-15 16:57:28,browse,duration,7
165,2,663,2017-04-10 21:23:46,clickthrough,url,www.ourwebsite.com/page2
165,2,663,2017-04-10 21:25:46,clickthrough,referral,www.otherwebsite.com
166,10,193,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page3
166,10,193,2017-04-15 15:19:28,clickthrough,referral,www.google.com
167,4,770,2017-04-16 13:28:00,clickthrough,url,www.ourwebsite.com/page2
167,4,770,2017-04-16 13:34:00,clickthrough,referral,www.google.com
168,4,770,2017-04-16 13:36:00,browse,product_id,101591922267
168,4,770,2017-04-16 13:40:00,browse,duration,9
169,4,770,2017-04-16 13:44:00,browse,product_id,121259905065
169,4,770,2017-04-16 13:45:00,browse,duration,10
170,4,770,2017-04-16 13:49:00,browse,product_id,164451986229
170,4,770,2017-04-16 13:51:00,browse,duration,4
171,4,770,2017-04-16 13:52:00,browse,product_id,101591922267
171,4,770,2017-04-16 13:58:00,browse,duration,8
172,4,770,2017-04-16 13:59:00,browse,product_id,184636131970
172,4,770,2017-04-16 14:08:00,browse,duration,7
173,4,770,2017-04-16 14:15:00,browse,product_id,187282230672
173,4,770,2017-04-16 14:25:00,browse,duration,4
174,4,770,2017-04-16 14:26:00,browse,product_id,186880256583
174,4,770,2017-04-16 14:26:00,browse,duration,9
175,4,770,2017-04-16 14:36:00,browse,product_id,144951251826
175,4,770,2017-04-16 14:37:00,browse,duration,3
176,4,770,2017-04-16 14:42:00,browse,product_id,193519225127
176,4,770,2017-04-16 14:52:00,browse,duration,4
177,4,770,2017-04-16 14:53:00,add,product_id,101591922267
178,4,770,2017-04-16 14:53:00,add,product_id,121259905065
179,4,770,2017-04-16 14:57:00,add,product_id,164451986229
180,4,770,2017-04-16 15:07:00,add,product_id,101591922267
181,4,770,2017-04-16 15:08:00,add,product_id,184636131970
182,4,770,2017-04-16 15:10:00,add,product_id,187282230672
183,4,770,2017-04-16 15:18:00,add,product_id,186880256583
184,4,770,2017-04-16 15:20:00,abandon,cart_contents,101591922267;121259905065;164451986229;101591922267;184636131970;187282230672;186880256583
184,8,59,2017-04-02 06:53:24,clickthrough,url,www.ourwebsite.com/page2
184,8,59,2017-04-02 06:57:24,clickthrough,referral,www.referralwebsite.com
185,8,59,2017-04-02 07:03:24,browse,product_id,193519225127
185,8,59,2017-04-02 07:13:24,browse,duration,9
186,8,59,2017-04-02 07:14:24,browse,product_id,141628768843
186,8,59,2017-04-02 07:17:24,browse,duration,2
187,8,59,2017-04-02 07:22:24,browse,product_id,172916175812
187,8,59,2017-04-02 07:23:24,browse,duration,10
188,8,59,2017-04-02 07:27:24,browse,product_id,160410725471
188,8,59,2017-04-02 07:31:24,browse,duration,2
189,7,19,2017-04-05 12:17:43,clickthrough,url,www.ourwebsite.com/page1
189,7,19,2017-04-05 12:27:43,clickthrough,referral,www.referralwebsite.com
190,7,19,2017-04-05 12:37:43,browse,product_id,186880256583
190,7,19,2017-04-05 12:38:43,browse,duration,8
191,7,19,2017-04-05 12:38:43,browse,product_id,115153344249
191,7,19,2017-04-05 12:38:43,browse,duration,2
192,7,19,2017-04-05 12:44:43,browse,product_id,167784852301
192,7,19,2017-04-05 12:48:43,browse,duration,6
193,7,19,2017-04-05 12:50:43,browse,product_id,131625732236
193,7,19,2017-04-05 12:59:43,browse,duration,4
194,7,19,2017-04-05 13:09:43,browse,product_id,185407492438
194,7,19,2017-04-05 13:19:43,browse,duration,2
195,7,19,2017-04-05 13:21:43,browse,product_id,118229850449
195,7,19,2017-04-05 13:24:43,browse,duration,10
196,10,555,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page2
196,10,555,2017-04-15 15:19:28,clickthrough,referral,www.referralwebsite.com
197,10,555,2017-04-15 15:21:28,browse,product_id,148979734999
197,10,555,2017-04-15 15:25:28,browse,duration,3
198,10,555,2017-04-15 15:33:28,browse,product_id,115153344249
198,10,555,2017-04-15 15:38:28,browse,duration,7
199,10,555,2017-04-15 15:38:28,browse,product_id,188313615578
199,10,555,2017-04-15 15:45:28,browse,duration,10
200,10,555,2017-04-15 15:55:28,browse,product_id,167784852301
200,10,555,2017-04-15 16:04:28,browse,duration,6
201,10,555,2017-04-15 16:07:28,add,product_id,148979734999
202,10,555,2017-04-15 16:11:28,add,product_id,115153344249
203,10,555,2017-04-15 16:17:28,add,product_id,188313615578
204,10,555,2017-04-15 16:17:28,abandon,cart_contents,148979734999;115153344249;188313615578
204,9,18,2017-04-08 01:24:05,clickthrough,url,www.ourwebsite.com/page1
204,9,18,2017-04-08 01:31:05,clickthrough,referral,www.google.com
205,9,181,2017-04-08 01:24:05,clickthrough,url,www.ourwebsite.com/page3
205,9,181,2017-04-08 01:29:05,clickthrough,referral,www.google.com
206,9,181,2017-04-08 01:38:05,browse,product_id,193519225127
206,9,181,2017-04-08 01:41:05,browse,duration,9
207,9,181,2017-04-08 01:42:05,browse,product_id,120334390616
207,9,181,2017-04-08 01:42:05,browse,duration,3
208,9,181,2017-04-08 01:51:05,browse,product_id,167784852301
208,9,181,2017-04-08 02:01:05,browse,duration,3
209,4,62,2017-04-16 13:28:00,clickthrough,url,www.ourwebsite.com/page1
209,4,62,2017-04-16 13:33:00,clickthrough,referral,www.google.com
210,4,62,2017-04-16 13:43:00,browse,product_id,155661081707
210,4,62,2017-04-16 13:46:00,browse,duration,5
211,4,62,2017-04-16 13:52:00,browse,product_id,195722202378
211,4,62,2017-04-16 13:54:00,browse,duration,7
212,4,62,2017-04-16 14:01:00,browse,product_id,131625732236
212,4,62,2017-04-16 14:08:00,browse,duration,7
213,9,791,2017-04-08 01:24:05,clickthrough,url,www.ourwebsite.com/page3
213,9,791,2017-04-08 01:26:05,clickthrough,referral,www.referralwebsite.com
214,9,791,2017-04-08 01:34:05,browse,product_id,187282230672
214,9,791,2017-04-08 01:36:05,browse,duration,7
215,9,791,2017-04-08 01:39:05,browse,product_id,118229850449
215,9,791,2017-04-08 01:44:05,browse,duration,3
216,9,791,2017-04-08 01:47:05,browse,product_id,175211439308
216,9,791,2017-04-08 01:48:05,browse,duration,9
217,9,791,2017-04-08 01:48:05,browse,product_id,101591922267
217,9,791,2017-04-08 01:56:05,browse,duration,7
218,9,791,2017-04-08 02:02:05,browse,product_id,141606253740
218,9,791,2017-04-08 02:04:05,browse,duration,10
219,9,791,2017-04-08 02:14:05,browse,product_id,101591922267
219,9,791,2017-04-08 02:16:05,browse,duration,3
220,9,791,2017-04-08 02:22:05,browse,product_id,182893602000
220,9,791,2017-04-08 02:32:05,browse,duration,6
221,10,252,2017-04-15 15:10:28,clickthrough,url,www.ourwebsite.com/page2
221,10,252,2017-04-15 15:14:28,clickthrough,referral,www.otherwebsite.com
222,10,252,2017-04-15 15:19:28,browse,product_id,184636131970
222,10,252,2017-04-15 15:19:28,browse,duration,5
223,10,252,2017-04-15 15:29:28,browse,product_id,160410725471
223,10,252,2017-04-15 15:30:28,browse,duration,2
224,10,252,2017-04-15 15:34:28,browse,product_id,192291742391
224,10,252,2017-04-15 15:41:28,browse,duration,3
225,4,399,2017-04-16 13:28:00,clickthrough,url,www.ourwebsite.com/page1
225,4,399,2017-04-16 13:37:00,clickthrough,referral,www.google.com
226,1,868,2017-04-07 04:07:45,clickthrough,url,www.ourwebsite.com/page3
226,1,868,2017-04-07 04:15:45,clickthrough,referral,www.referralwebsite.com
227,1,868,2017-04-07 04:23:45,browse,product_id,186880256583
227,1,868,2017-04-07 04:30:45,browse,duration,7
228,1,868,2017-04-07 04:37:45,browse,product_id,188814001578
228,1,868,2017-04-07 04:47:45,browse,duration,9
229,1,868,2017-04-07 04:52:45,browse,product_id,164451986229
229,1,868,2017-04-07 05:02:45,browse,duration,3
230,1,868,2017-04-07 05:11:45,browse,product_id,175211439308
230,1,868,2017-04-07 05:11:45,browse,duration,6
231,1,868,2017-04-07 05:12:45,browse,product_id,187282230672
231,1,868,2017-04-07 05:20:45,browse,duration,10
232,1,868,2017-04-07 05:26:45,browse,product_id,141606253740
232,1,868,2017-04-07 05:35:45,browse,duration,10
233,1,868,2017-04-07 05:40:45,browse,product_id,101591922267
233,1,868,2017-04-07 05:44:45,browse,duration,9
234,1,868,2017-04-07 05:50:45,browse,product_id,144951251826
